Route,Direction,Latitude,Longitude
46,Destination,41.06700134,-73.70760345
46,Origin,41.25310135,-70.06020355
50,Destination,39.86169815,-104.6729965
50,Origin,40.978101,-124.109
219,Destination,32.22439957,-80.69750214
219,Origin,33.6367,-84.428101
898,Destination,40.69250107,-74.16870117
898,Origin,45.77750015,-111.1529999
1692,Destination,30.4832,-86.525398
1692,Origin,39.86169815,-104.6729965
1700,Destination,61.17440033,-149.9960022
1700,Origin,32.896801,-97.038002
1793,Destination,21.97599983,-159.3390045
1793,Origin,32.896801,-97.038002
2052,Destination,40.69250107,-74.16870117
2052,Origin,39.64260101,-106.9179993
2211,Destination,40.69250107,-74.16870117
2211,Origin,24.55610085,-81.75959778
2378,Destination,33.67969894,-78.92829895
2378,Origin,40.97850037,-85.19509888
2432,Destination,39.86169815,-104.6729965
2432,Origin,44.48509979,-88.12960052
2502,Destination,36.08010101,-115.1520004
2502,Origin,34.89569855,-82.21890259
2545,Destination,33.6367,-84.428101
2545,Origin,32.22439957,-80.69750214
2703,Destination,38.805801,-104.700996
2703,Origin,38.94449997,-77.45580292
2715,Destination,32.22439957,-80.69750214
2715,Origin,38.94449997,-77.45580292
2725,Destination,38.03649902,-84.60590363
2725,Origin,38.94449997,-77.45580292
2766,Destination,40.27669907,-74.81349945
2766,Origin,38.94449997,-77.45580292
3003,Destination,40.69250107,-74.16870117
3003,Origin,43.6072998,-110.737999
3752,Destination,32.896801,-97.038002
3752,Origin,40.19350052,-76.76339722
4031,Destination,33.94250107,-118.4079971
4031,Origin,37.62409973,-118.8379974
4032,Destination,37.61899948,-122.375
4032,Origin,37.62409973,-118.8379974
4315,Destination,40.97850037,-85.19509888
4315,Origin,33.67969894,-78.92829895
4417,Destination,41.9786,-87.9048
4417,Origin,44.68190002,-75.46549988
4572,Destination,44.12459946,-123.211998
4572,Origin,41.9786,-87.9048
5307,Destination,40.69250107,-74.16870117
5307,Origin,44.04529953,-103.0569992
5628,Destination,37.362598,-121.929001
5628,Origin,29.53370094,-98.46980286
5701,Destination,30.19449997,-97.66989899
5701,Origin,38.1744,-85.736
5788,Destination,43.13990021,-89.33750153
5788,Origin,47.449001,-122.308998
5826,Destination,41.33850098,-75.7233963
5826,Origin,28.77759933,-81.23750305
5920,Destination,41.5340004,-93.6631012
5920,Origin,37.61899948,-122.375
6196,Destination,41.9786,-87.9048
6196,Origin,38.79100037,-97.65219879
6536,Destination,27.91020012,-82.68740082
6536,Origin,36.19839859,-95.88809967
6578,Destination,41.9786,-87.9048
6578,Origin,42.4818,-114.487999
6667,Destination,40.69250107,-74.16870117
6667,Origin,36.281898,-94.306801
